,model_name,corpus,seed,suite,correct,tag,circuit,correct_delta,has_modifier,test_ppl
7948,random,,244,npi_src_any,0.13157894736842105,npi,Licensing,,,
7949,random,,244,npi_src_ever,0.18421052631578946,npi,Licensing,,,
7950,random,,244,npz_ambig,0.16666666666666666,npz,Garden-Path Effects,,False,
7951,random,,244,npz_ambig_mod,0.375,npz,Garden-Path Effects,,True,
7952,random,,244,npz_obj,0.4166666666666667,npz,Garden-Path Effects,,False,
7953,random,,244,npz_obj_mod,0.125,npz,Garden-Path Effects,,True,
7954,random,,244,number_orc,0.05263157894736842,number,Agreement,,,
7955,random,,244,number_prep,0.2631578947368421,number,Agreement,,,
7956,random,,244,number_src,0.3157894736842105,number,Agreement,,,
7957,random,,244,reflexive_orc_fem,0.21052631578947367,reflexive,Licensing,,,
7958,random,,244,reflexive_orc_masc,0.3157894736842105,reflexive,Licensing,,,
7959,random,,244,reflexive_prep_fem,0.21052631578947367,reflexive,Licensing,,,
7960,random,,244,reflexive_prep_masc,0.2631578947368421,reflexive,Licensing,,,
7961,random,,244,reflexive_src_fem,0.2631578947368421,reflexive,Licensing,,,
7962,random,,244,reflexive_src_masc,0.15789473684210525,reflexive,Licensing,,,
7963,random,,244,subordination,0.2608695652173913,subordination,Gross Syntactic State,,,
7964,random,,244,subordination_orc-orc,0.34782608695652173,subordination,Gross Syntactic State,,,
7965,random,,244,subordination_pp-pp,0.2608695652173913,subordination,Gross Syntactic State,,,
7966,random,,244,subordination_src-src,0.21739130434782608,subordination,Gross Syntactic State,,,
7967,random,,245,center_embed,0.6071428571428571,center,Center Embedding,,False,
7968,random,,245,center_embed_mod,0.5357142857142857,center,Center Embedding,,True,
7969,random,,245,cleft,0.375,cleft,Long-Distance Dependencies,,False,
7970,random,,245,cleft_modifier,0.525,cleft,Long-Distance Dependencies,,True,
7971,random,,245,fgd_hierarchy,0.125,fgd,Long-Distance Dependencies,,,
7972,random,,245,fgd_object,0.375,fgd,Long-Distance Dependencies,,,
7973,random,,245,fgd_pp,0.4166666666666667,fgd,Long-Distance Dependencies,,,
7974,random,,245,fgd_subject,0.125,fgd,Long-Distance Dependencies,,,
7975,random,,245,mvrr,0.25,mvrr,Garden-Path Effects,,False,
7976,random,,245,mvrr_mod,0.35714285714285715,mvrr,Garden-Path Effects,,True,
7977,random,,245,npi_orc_any,0.2631578947368421,npi,Licensing,,,
7978,random,,245,npi_orc_ever,0.23684210526315788,npi,Licensing,,,
7979,random,,245,npi_src_any,0.13157894736842105,npi,Licensing,,,
7980,random,,245,npi_src_ever,0.34210526315789475,npi,Licensing,,,
7981,random,,245,npz_ambig,0.2916666666666667,npz,Garden-Path Effects,,False,
7982,random,,245,npz_ambig_mod,0.375,npz,Garden-Path Effects,,True,
7983,random,,245,npz_obj,0.2916666666666667,npz,Garden-Path Effects,,False,
7984,random,,245,npz_obj_mod,0.20833333333333334,npz,Garden-Path Effects,,True,
7985,random,,245,number_orc,0.3157894736842105,number,Agreement,,,
7986,random,,245,number_prep,0.2631578947368421,number,Agreement,,,
7987,random,,245,number_src,0.15789473684210525,number,Agreement,,,
7988,random,,245,reflexive_orc_fem,0.42105263157894735,reflexive,Licensing,,,
7989,random,,245,reflexive_orc_masc,0.3157894736842105,reflexive,Licensing,,,
7990,random,,245,reflexive_prep_fem,0.2631578947368421,reflexive,Licensing,,,
7991,random,,245,reflexive_prep_masc,0.21052631578947367,reflexive,Licensing,,,
7992,random,,245,reflexive_src_fem,0.3684210526315789,reflexive,Licensing,,,
7993,random,,245,reflexive_src_masc,0.2631578947368421,reflexive,Licensing,,,
7994,random,,245,subordination,0.391304347826087,subordination,Gross Syntactic State,,,
7995,random,,245,subordination_orc-orc,0.30434782608695654,subordination,Gross Syntactic State,,,
7996,random,,245,subordination_pp-pp,0.30434782608695654,subordination,Gross Syntactic State,,,
7997,random,,245,subordination_src-src,0.391304347826087,subordination,Gross Syntactic State,,,
7998,random,,246,center_embed,0.4642857142857143,center,Center Embedding,,False,
7999,random,,246,center_embed_mod,0.6071428571428571,center,Center Embedding,,True,
8000,random,,246,cleft,0.475,cleft,Long-Distance Dependencies,,False,
8001,random,,246,cleft_modifier,0.45,cleft,Long-Distance Dependencies,,True,
8002,random,,246,fgd_hierarchy,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8003,random,,246,fgd_object,0.3333333333333333,fgd,Long-Distance Dependencies,,,
8004,random,,246,fgd_pp,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8005,random,,246,fgd_subject,0.25,fgd,Long-Distance Dependencies,,,
8006,random,,246,mvrr,0.21428571428571427,mvrr,Garden-Path Effects,,False,
8007,random,,246,mvrr_mod,0.25,mvrr,Garden-Path Effects,,True,
8008,random,,246,npi_orc_any,0.21052631578947367,npi,Licensing,,,
8009,random,,246,npi_orc_ever,0.10526315789473684,npi,Licensing,,,
8010,random,,246,npi_src_any,0.21052631578947367,npi,Licensing,,,
8011,random,,246,npi_src_ever,0.23684210526315788,npi,Licensing,,,
8012,random,,246,npz_ambig,0.375,npz,Garden-Path Effects,,False,
8013,random,,246,npz_ambig_mod,0.2916666666666667,npz,Garden-Path Effects,,True,
8014,random,,246,npz_obj,0.3333333333333333,npz,Garden-Path Effects,,False,
8015,random,,246,npz_obj_mod,0.4166666666666667,npz,Garden-Path Effects,,True,
8016,random,,246,number_orc,0.2631578947368421,number,Agreement,,,
8017,random,,246,number_prep,0.42105263157894735,number,Agreement,,,
8018,random,,246,number_src,0.3684210526315789,number,Agreement,,,
8019,random,,246,reflexive_orc_fem,0.15789473684210525,reflexive,Licensing,,,
8020,random,,246,reflexive_orc_masc,0.3157894736842105,reflexive,Licensing,,,
8021,random,,246,reflexive_prep_fem,0.15789473684210525,reflexive,Licensing,,,
8022,random,,246,reflexive_prep_masc,0.2631578947368421,reflexive,Licensing,,,
8023,random,,246,reflexive_src_fem,0.3684210526315789,reflexive,Licensing,,,
8024,random,,246,reflexive_src_masc,0.15789473684210525,reflexive,Licensing,,,
8025,random,,246,subordination,0.21739130434782608,subordination,Gross Syntactic State,,,
8026,random,,246,subordination_orc-orc,0.2608695652173913,subordination,Gross Syntactic State,,,
8027,random,,246,subordination_pp-pp,0.30434782608695654,subordination,Gross Syntactic State,,,
8028,random,,246,subordination_src-src,0.2608695652173913,subordination,Gross Syntactic State,,,
8029,random,,247,center_embed,0.4642857142857143,center,Center Embedding,,False,
8030,random,,247,center_embed_mod,0.4642857142857143,center,Center Embedding,,True,
8031,random,,247,cleft,0.45,cleft,Long-Distance Dependencies,,False,
8032,random,,247,cleft_modifier,0.525,cleft,Long-Distance Dependencies,,True,
8033,random,,247,fgd_hierarchy,0.125,fgd,Long-Distance Dependencies,,,
8034,random,,247,fgd_object,0.2916666666666667,fgd,Long-Distance Dependencies,,,
8035,random,,247,fgd_pp,0.4166666666666667,fgd,Long-Distance Dependencies,,,
8036,random,,247,fgd_subject,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8037,random,,247,mvrr,0.4642857142857143,mvrr,Garden-Path Effects,,False,
8038,random,,247,mvrr_mod,0.2857142857142857,mvrr,Garden-Path Effects,,True,
8039,random,,247,npi_orc_any,0.21052631578947367,npi,Licensing,,,
8040,random,,247,npi_orc_ever,0.18421052631578946,npi,Licensing,,,
8041,random,,247,npi_src_any,0.21052631578947367,npi,Licensing,,,
8042,random,,247,npi_src_ever,0.2894736842105263,npi,Licensing,,,
8043,random,,247,npz_ambig,0.2916666666666667,npz,Garden-Path Effects,,False,
8044,random,,247,npz_ambig_mod,0.375,npz,Garden-Path Effects,,True,
8045,random,,247,npz_obj,0.375,npz,Garden-Path Effects,,False,
8046,random,,247,npz_obj_mod,0.375,npz,Garden-Path Effects,,True,
8047,random,,247,number_orc,0.15789473684210525,number,Agreement,,,
8048,random,,247,number_prep,0.15789473684210525,number,Agreement,,,
8049,random,,247,number_src,0.2631578947368421,number,Agreement,,,
8050,random,,247,reflexive_orc_fem,0.21052631578947367,reflexive,Licensing,,,
8051,random,,247,reflexive_orc_masc,0.3684210526315789,reflexive,Licensing,,,
8052,random,,247,reflexive_prep_fem,0.2631578947368421,reflexive,Licensing,,,
8053,random,,247,reflexive_prep_masc,0.05263157894736842,reflexive,Licensing,,,
8054,random,,247,reflexive_src_fem,0.21052631578947367,reflexive,Licensing,,,
8055,random,,247,reflexive_src_masc,0.21052631578947367,reflexive,Licensing,,,
8056,random,,247,subordination,0.30434782608695654,subordination,Gross Syntactic State,,,
8057,random,,247,subordination_orc-orc,0.13043478260869565,subordination,Gross Syntactic State,,,
8058,random,,247,subordination_pp-pp,0.2608695652173913,subordination,Gross Syntactic State,,,
8059,random,,247,subordination_src-src,0.21739130434782608,subordination,Gross Syntactic State,,,
8060,random,,248,center_embed,0.5714285714285714,center,Center Embedding,,False,
8061,random,,248,center_embed_mod,0.6785714285714286,center,Center Embedding,,True,
8062,random,,248,cleft,0.525,cleft,Long-Distance Dependencies,,False,
8063,random,,248,cleft_modifier,0.5,cleft,Long-Distance Dependencies,,True,
8064,random,,248,fgd_hierarchy,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8065,random,,248,fgd_object,0.08333333333333333,fgd,Long-Distance Dependencies,,,
8066,random,,248,fgd_pp,0.375,fgd,Long-Distance Dependencies,,,
8067,random,,248,fgd_subject,0.16666666666666666,fgd,Long-Distance Dependencies,,,
8068,random,,248,mvrr,0.21428571428571427,mvrr,Garden-Path Effects,,False,
8069,random,,248,mvrr_mod,0.25,mvrr,Garden-Path Effects,,True,
8070,random,,248,npi_orc_any,0.13157894736842105,npi,Licensing,,,
8071,random,,248,npi_orc_ever,0.10526315789473684,npi,Licensing,,,
8072,random,,248,npi_src_any,0.10526315789473684,npi,Licensing,,,
8073,random,,248,npi_src_ever,0.23684210526315788,npi,Licensing,,,
8074,random,,248,npz_ambig,0.20833333333333334,npz,Garden-Path Effects,,False,
8075,random,,248,npz_ambig_mod,0.3333333333333333,npz,Garden-Path Effects,,True,
8076,random,,248,npz_obj,0.2916666666666667,npz,Garden-Path Effects,,False,
8077,random,,248,npz_obj_mod,0.3333333333333333,npz,Garden-Path Effects,,True,
8078,random,,248,number_orc,0.21052631578947367,number,Agreement,,,
8079,random,,248,number_prep,0.15789473684210525,number,Agreement,,,
8080,random,,248,number_src,0.3157894736842105,number,Agreement,,,
8081,random,,248,reflexive_orc_fem,0.3684210526315789,reflexive,Licensing,,,
8082,random,,248,reflexive_orc_masc,0.2631578947368421,reflexive,Licensing,,,
8083,random,,248,reflexive_prep_fem,0.2631578947368421,reflexive,Licensing,,,
8084,random,,248,reflexive_prep_masc,0.15789473684210525,reflexive,Licensing,,,
8085,random,,248,reflexive_src_fem,0.2631578947368421,reflexive,Licensing,,,
8086,random,,248,reflexive_src_masc,0.15789473684210525,reflexive,Licensing,,,
8087,random,,248,subordination,0.21739130434782608,subordination,Gross Syntactic State,,,
8088,random,,248,subordination_orc-orc,0.30434782608695654,subordination,Gross Syntactic State,,,
8089,random,,248,subordination_pp-pp,0.391304347826087,subordination,Gross Syntactic State,,,
8090,random,,248,subordination_src-src,0.13043478260869565,subordination,Gross Syntactic State,,,
8091,random,,249,center_embed,0.35714285714285715,center,Center Embedding,,False,
8092,random,,249,center_embed_mod,0.6428571428571429,center,Center Embedding,,True,
8093,random,,249,cleft,0.375,cleft,Long-Distance Dependencies,,False,
8094,random,,249,cleft_modifier,0.375,cleft,Long-Distance Dependencies,,True,
8095,random,,249,fgd_hierarchy,0.25,fgd,Long-Distance Dependencies,,,
8096,random,,249,fgd_object,0.25,fgd,Long-Distance Dependencies,,,
8097,random,,249,fgd_pp,0.16666666666666666,fgd,Long-Distance Dependencies,,,
8098,random,,249,fgd_subject,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8099,random,,249,mvrr,0.32142857142857145,mvrr,Garden-Path Effects,,False,
8100,random,,249,mvrr_mod,0.21428571428571427,mvrr,Garden-Path Effects,,True,
8101,random,,249,npi_orc_any,0.18421052631578946,npi,Licensing,,,
8102,random,,249,npi_orc_ever,0.2631578947368421,npi,Licensing,,,
8103,random,,249,npi_src_any,0.15789473684210525,npi,Licensing,,,
8104,random,,249,npi_src_ever,0.2631578947368421,npi,Licensing,,,
8105,random,,249,npz_ambig,0.25,npz,Garden-Path Effects,,False,
8106,random,,249,npz_ambig_mod,0.125,npz,Garden-Path Effects,,True,
8107,random,,249,npz_obj,0.25,npz,Garden-Path Effects,,False,
8108,random,,249,npz_obj_mod,0.2916666666666667,npz,Garden-Path Effects,,True,
8109,random,,249,number_orc,0.2631578947368421,number,Agreement,,,
8110,random,,249,number_prep,0.3157894736842105,number,Agreement,,,
8111,random,,249,number_src,0.3157894736842105,number,Agreement,,,
8112,random,,249,reflexive_orc_fem,0.15789473684210525,reflexive,Licensing,,,
8113,random,,249,reflexive_orc_masc,0.2631578947368421,reflexive,Licensing,,,
8114,random,,249,reflexive_prep_fem,0.42105263157894735,reflexive,Licensing,,,
8115,random,,249,reflexive_prep_masc,0.3684210526315789,reflexive,Licensing,,,
8116,random,,249,reflexive_src_fem,0.21052631578947367,reflexive,Licensing,,,
8117,random,,249,reflexive_src_masc,0.10526315789473684,reflexive,Licensing,,,
8118,random,,249,subordination,0.17391304347826086,subordination,Gross Syntactic State,,,
8119,random,,249,subordination_orc-orc,0.34782608695652173,subordination,Gross Syntactic State,,,
8120,random,,249,subordination_pp-pp,0.17391304347826086,subordination,Gross Syntactic State,,,
8121,random,,249,subordination_src-src,0.34782608695652173,subordination,Gross Syntactic State,,,
8122,random,,250,center_embed,0.39285714285714285,center,Center Embedding,,False,
8123,random,,250,center_embed_mod,0.5357142857142857,center,Center Embedding,,True,
8124,random,,250,cleft,0.4,cleft,Long-Distance Dependencies,,False,
8125,random,,250,cleft_modifier,0.65,cleft,Long-Distance Dependencies,,True,
8126,random,,250,fgd_hierarchy,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8127,random,,250,fgd_object,0.2916666666666667,fgd,Long-Distance Dependencies,,,
8128,random,,250,fgd_pp,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8129,random,,250,fgd_subject,0.16666666666666666,fgd,Long-Distance Dependencies,,,
8130,random,,250,mvrr,0.21428571428571427,mvrr,Garden-Path Effects,,False,
8131,random,,250,mvrr_mod,0.25,mvrr,Garden-Path Effects,,True,
8132,random,,250,npi_orc_any,0.21052631578947367,npi,Licensing,,,
8133,random,,250,npi_orc_ever,0.34210526315789475,npi,Licensing,,,
8134,random,,250,npi_src_any,0.21052631578947367,npi,Licensing,,,
8135,random,,250,npi_src_ever,0.18421052631578946,npi,Licensing,,,
8136,random,,250,npz_ambig,0.375,npz,Garden-Path Effects,,False,
8137,random,,250,npz_ambig_mod,0.4166666666666667,npz,Garden-Path Effects,,True,
8138,random,,250,npz_obj,0.375,npz,Garden-Path Effects,,False,
8139,random,,250,npz_obj_mod,0.4166666666666667,npz,Garden-Path Effects,,True,
8140,random,,250,number_orc,0.21052631578947367,number,Agreement,,,
8141,random,,250,number_prep,0.10526315789473684,number,Agreement,,,
8142,random,,250,number_src,0.21052631578947367,number,Agreement,,,
8143,random,,250,reflexive_orc_fem,0.42105263157894735,reflexive,Licensing,,,
8144,random,,250,reflexive_orc_masc,0.21052631578947367,reflexive,Licensing,,,
8145,random,,250,reflexive_prep_fem,0.3157894736842105,reflexive,Licensing,,,
8146,random,,250,reflexive_prep_masc,0.3157894736842105,reflexive,Licensing,,,
8147,random,,250,reflexive_src_fem,0.2631578947368421,reflexive,Licensing,,,
8148,random,,250,reflexive_src_masc,0.15789473684210525,reflexive,Licensing,,,
8149,random,,250,subordination,0.2608695652173913,subordination,Gross Syntactic State,,,
8150,random,,250,subordination_orc-orc,0.2608695652173913,subordination,Gross Syntactic State,,,
8151,random,,250,subordination_pp-pp,0.21739130434782608,subordination,Gross Syntactic State,,,
8152,random,,250,subordination_src-src,0.21739130434782608,subordination,Gross Syntactic State,,,
8153,random,,251,center_embed,0.6785714285714286,center,Center Embedding,,False,
8154,random,,251,center_embed_mod,0.35714285714285715,center,Center Embedding,,True,
8155,random,,251,cleft,0.475,cleft,Long-Distance Dependencies,,False,
8156,random,,251,cleft_modifier,0.5,cleft,Long-Distance Dependencies,,True,
8157,random,,251,fgd_hierarchy,0.3333333333333333,fgd,Long-Distance Dependencies,,,
8158,random,,251,fgd_object,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8159,random,,251,fgd_pp,0.125,fgd,Long-Distance Dependencies,,,
8160,random,,251,fgd_subject,0.25,fgd,Long-Distance Dependencies,,,
8161,random,,251,mvrr,0.10714285714285714,mvrr,Garden-Path Effects,,False,
8162,random,,251,mvrr_mod,0.35714285714285715,mvrr,Garden-Path Effects,,True,
8163,random,,251,npi_orc_any,0.2631578947368421,npi,Licensing,,,
8164,random,,251,npi_orc_ever,0.3157894736842105,npi,Licensing,,,
8165,random,,251,npi_src_any,0.23684210526315788,npi,Licensing,,,
8166,random,,251,npi_src_ever,0.21052631578947367,npi,Licensing,,,
8167,random,,251,npz_ambig,0.25,npz,Garden-Path Effects,,False,
8168,random,,251,npz_ambig_mod,0.3333333333333333,npz,Garden-Path Effects,,True,
8169,random,,251,npz_obj,0.3333333333333333,npz,Garden-Path Effects,,False,
8170,random,,251,npz_obj_mod,0.375,npz,Garden-Path Effects,,True,
8171,random,,251,number_orc,0.15789473684210525,number,Agreement,,,
8172,random,,251,number_prep,0.42105263157894735,number,Agreement,,,
8173,random,,251,number_src,0.21052631578947367,number,Agreement,,,
8174,random,,251,reflexive_orc_fem,0.3157894736842105,reflexive,Licensing,,,
8175,random,,251,reflexive_orc_masc,0.47368421052631576,reflexive,Licensing,,,
8176,random,,251,reflexive_prep_fem,0.10526315789473684,reflexive,Licensing,,,
8177,random,,251,reflexive_prep_masc,0.3684210526315789,reflexive,Licensing,,,
8178,random,,251,reflexive_src_fem,0.15789473684210525,reflexive,Licensing,,,
8179,random,,251,reflexive_src_masc,0.3157894736842105,reflexive,Licensing,,,
8180,random,,251,subordination,0.17391304347826086,subordination,Gross Syntactic State,,,
8181,random,,251,subordination_orc-orc,0.17391304347826086,subordination,Gross Syntactic State,,,
8182,random,,251,subordination_pp-pp,0.17391304347826086,subordination,Gross Syntactic State,,,
8183,random,,251,subordination_src-src,0.08695652173913043,subordination,Gross Syntactic State,,,
8184,random,,252,center_embed,0.39285714285714285,center,Center Embedding,,False,
8185,random,,252,center_embed_mod,0.5,center,Center Embedding,,True,
8186,random,,252,cleft,0.475,cleft,Long-Distance Dependencies,,False,
8187,random,,252,cleft_modifier,0.35,cleft,Long-Distance Dependencies,,True,
8188,random,,252,fgd_hierarchy,0.4583333333333333,fgd,Long-Distance Dependencies,,,
8189,random,,252,fgd_object,0.16666666666666666,fgd,Long-Distance Dependencies,,,
8190,random,,252,fgd_pp,0.4166666666666667,fgd,Long-Distance Dependencies,,,
8191,random,,252,fgd_subject,0.375,fgd,Long-Distance Dependencies,,,
8192,random,,252,mvrr,0.2857142857142857,mvrr,Garden-Path Effects,,False,
8193,random,,252,mvrr_mod,0.21428571428571427,mvrr,Garden-Path Effects,,True,
8194,random,,252,npi_orc_any,0.10526315789473684,npi,Licensing,,,
8195,random,,252,npi_orc_ever,0.23684210526315788,npi,Licensing,,,
8196,random,,252,npi_src_any,0.2631578947368421,npi,Licensing,,,
8197,random,,252,npi_src_ever,0.15789473684210525,npi,Licensing,,,
8198,random,,252,npz_ambig,0.3333333333333333,npz,Garden-Path Effects,,False,
8199,random,,252,npz_ambig_mod,0.4166666666666667,npz,Garden-Path Effects,,True,
8200,random,,252,npz_obj,0.2916666666666667,npz,Garden-Path Effects,,False,
8201,random,,252,npz_obj_mod,0.375,npz,Garden-Path Effects,,True,
8202,random,,252,number_orc,0.15789473684210525,number,Agreement,,,
8203,random,,252,number_prep,0.2631578947368421,number,Agreement,,,
8204,random,,252,number_src,0.3157894736842105,number,Agreement,,,
8205,random,,252,reflexive_orc_fem,0.2631578947368421,reflexive,Licensing,,,
8206,random,,252,reflexive_orc_masc,0.3684210526315789,reflexive,Licensing,,,
8207,random,,252,reflexive_prep_fem,0.15789473684210525,reflexive,Licensing,,,
8208,random,,252,reflexive_prep_masc,0.2631578947368421,reflexive,Licensing,,,
8209,random,,252,reflexive_src_fem,0.05263157894736842,reflexive,Licensing,,,
8210,random,,252,reflexive_src_masc,0.2631578947368421,reflexive,Licensing,,,
8211,random,,252,subordination,0.21739130434782608,subordination,Gross Syntactic State,,,
8212,random,,252,subordination_orc-orc,0.43478260869565216,subordination,Gross Syntactic State,,,
8213,random,,252,subordination_pp-pp,0.13043478260869565,subordination,Gross Syntactic State,,,
8214,random,,252,subordination_src-src,0.2608695652173913,subordination,Gross Syntactic State,,,
8215,random,,253,center_embed,0.4642857142857143,center,Center Embedding,,False,
8216,random,,253,center_embed_mod,0.4642857142857143,center,Center Embedding,,True,
8217,random,,253,cleft,0.525,cleft,Long-Distance Dependencies,,False,
8218,random,,253,cleft_modifier,0.4,cleft,Long-Distance Dependencies,,True,
8219,random,,253,fgd_hierarchy,0.125,fgd,Long-Distance Dependencies,,,
8220,random,,253,fgd_object,0.375,fgd,Long-Distance Dependencies,,,
8221,random,,253,fgd_pp,0.2916666666666667,fgd,Long-Distance Dependencies,,,
8222,random,,253,fgd_subject,0.20833333333333334,fgd,Long-Distance Dependencies,,,
8223,random,,253,mvrr,0.25,mvrr,Garden-Path Effects,,False,
8224,random,,253,mvrr_mod,0.21428571428571427,mvrr,Garden-Path Effects,,True,
8225,random,,253,npi_orc_any,0.2894736842105263,npi,Licensing,,,
8226,random,,253,npi_orc_ever,0.21052631578947367,npi,Licensing,,,
8227,random,,253,npi_src_any,0.21052631578947367,npi,Licensing,,,
8228,random,,253,npi_src_ever,0.15789473684210525,npi,Licensing,,,
8229,random,,253,npz_ambig,0.375,npz,Garden-Path Effects,,False,
8230,random,,253,npz_ambig_mod,0.375,npz,Garden-Path Effects,,True,
8231,random,,253,npz_obj,0.16666666666666666,npz,Garden-Path Effects,,False,
8232,random,,253,npz_obj_mod,0.375,npz,Garden-Path Effects,,True,
8233,random,,253,number_orc,0.10526315789473684,number,Agreement,,,
8234,random,,253,number_prep,0.2631578947368421,number,Agreement,,,
8235,random,,253,number_src,0.2631578947368421,number,Agreement,,,
8236,random,,253,reflexive_orc_fem,0.2631578947368421,reflexive,Licensing,,,
8237,random,,253,reflexive_orc_masc,0.3684210526315789,reflexive,Licensing,,,
8238,random,,253,reflexive_prep_fem,0.15789473684210525,reflexive,Licensing,,,
8239,random,,253,reflexive_prep_masc,0.2631578947368421,reflexive,Licensing,,,
8240,random,,253,reflexive_src_fem,0.21052631578947367,reflexive,Licensing,,,
8241,random,,253,reflexive_src_masc,0.3684210526315789,reflexive,Licensing,,,
8242,random,,253,subordination,0.2608695652173913,subordination,Gross Syntactic State,,,
8243,random,,253,subordination_orc-orc,0.391304347826087,subordination,Gross Syntactic State,,,
8244,random,,253,subordination_pp-pp,0.391304347826087,subordination,Gross Syntactic State,,,
8245,random,,253,subordination_src-src,0.391304347826087,subordination,Gross Syntactic State,,,
8246,random,,254,center_embed,0.6428571428571429,center,Center Embedding,,False,
8247,random,,254,center_embed_mod,0.5357142857142857,center,Center Embedding,,True,
8248,random,,254,cleft,0.55,cleft,Long-Distance Dependencies,,False,
8249,random,,254,cleft_modifier,0.6,cleft,Long-Distance Dependencies,,True,
8250,random,,254,fgd_hierarchy,0.4166666666666667,fgd,Long-Distance Dependencies,,,
8251,random,,254,fgd_object,0.08333333333333333,fgd,Long-Distance Dependencies,,,
8252,random,,254,fgd_pp,0.16666666666666666,fgd,Long-Distance Dependencies,,,
8253,random,,254,fgd_subject,0.375,fgd,Long-Distance Dependencies,,,
8254,random,,254,mvrr,0.2857142857142857,mvrr,Garden-Path Effects,,False,
8255,random,,254,mvrr_mod,0.35714285714285715,mvrr,Garden-Path Effects,,True,
8256,random,,254,npi_orc_any,0.18421052631578946,npi,Licensing,,,
8257,random,,254,npi_orc_ever,0.2631578947368421,npi,Licensing,,,
8258,random,,254,npi_src_any,0.2894736842105263,npi,Licensing,,,
8259,random,,254,npi_src_ever,0.15789473684210525,npi,Licensing,,,
8260,random,,254,npz_ambig,0.3333333333333333,npz,Garden-Path Effects,,False,
8261,random,,254,npz_ambig_mod,0.16666666666666666,npz,Garden-Path Effects,,True,
8262,random,,254,npz_obj,0.4166666666666667,npz,Garden-Path Effects,,False,
8263,random,,254,npz_obj_mod,0.125,npz,Garden-Path Effects,,True,
8264,random,,254,number_orc,0.2631578947368421,number,Agreement,,,
8265,random,,254,number_prep,0.10526315789473684,number,Agreement,,,
8266,random,,254,number_src,0.05263157894736842,number,Agreement,,,
8267,random,,254,reflexive_orc_fem,0.47368421052631576,reflexive,Licensing,,,
8268,random,,254,reflexive_orc_masc,0.2631578947368421,reflexive,Licensing,,,
8269,random,,254,reflexive_prep_fem,0.5263157894736842,reflexive,Licensing,,,
8270,random,,254,reflexive_prep_masc,0.21052631578947367,reflexive,Licensing,,,
8271,random,,254,reflexive_src_fem,0.2631578947368421,reflexive,Licensing,,,
8272,random,,254,reflexive_src_masc,0.10526315789473684,reflexive,Licensing,,,
8273,random,,254,subordination,0.21739130434782608,subordination,Gross Syntactic State,,,
8274,random,,254,subordination_orc-orc,0.30434782608695654,subordination,Gross Syntactic State,,,
8275,random,,254,subordination_pp-pp,0.30434782608695654,subordination,Gross Syntactic State,,,
8276,random,,254,subordination_src-src,0.21739130434782608,subordination,Gross Syntactic State,,,
8277,random,,255,center_embed,0.6785714285714286,center,Center Embedding,,False,
8278,random,,255,center_embed_mod,0.42857142857142855,center,Center Embedding,,True,
8279,random,,255,cleft,0.3,cleft,Long-Distance Dependencies,,False,
8280,random,,255,cleft_modifier,0.4,cleft,Long-Distance Dependencies,,True,
8281,random,,255,fgd_hierarchy,0.08333333333333333,fgd,Long-Distance Dependencies,,,
8282,random,,255,fgd_object,0.25,fgd,Long-Distance Dependencies,,,
8283,random,,255,fgd_pp,0.2916666666666667,fgd,Long-Distance Dependencies,,,
8284,random,,255,fgd_subject,0.25,fgd,Long-Distance Dependencies,,,
8285,random,,255,mvrr,0.42857142857142855,mvrr,Garden-Path Effects,,False,
8286,random,,255,mvrr_mod,0.17857142857142858,mvrr,Garden-Path Effects,,True,
8287,random,,255,npi_orc_any,0.18421052631578946,npi,Licensing,,,
8288,random,,255,npi_orc_ever,0.42105263157894735,npi,Licensing,,,
8289,random,,255,npi_src_any,0.21052631578947367,npi,Licensing,,,
8290,random,,255,npi_src_ever,0.21052631578947367,npi,Licensing,,,
8291,random,,255,npz_ambig,0.16666666666666666,npz,Garden-Path Effects,,False,
8292,random,,255,npz_ambig_mod,0.4166666666666667,npz,Garden-Path Effects,,True,
8293,random,,255,npz_obj,0.25,npz,Garden-Path Effects,,False,
8294,random,,255,npz_obj_mod,0.2916666666666667,npz,Garden-Path Effects,,True,
8295,random,,255,number_orc,0.3684210526315789,number,Agreement,,,
8296,random,,255,number_prep,0.5263157894736842,number,Agreement,,,
8297,random,,255,number_src,0.15789473684210525,number,Agreement,,,
8298,random,,255,reflexive_orc_fem,0.2631578947368421,reflexive,Licensing,,,
8299,random,,255,reflexive_orc_masc,0.3157894736842105,reflexive,Licensing,,,
8300,random,,255,reflexive_prep_fem,0.21052631578947367,reflexive,Licensing,,,
8301,random,,255,reflexive_prep_masc,0.42105263157894735,reflexive,Licensing,,,
8302,random,,255,reflexive_src_fem,0.21052631578947367,reflexive,Licensing,,,
8303,random,,255,reflexive_src_masc,0.3157894736842105,reflexive,Licensing,,,
8304,random,,255,subordination,0.17391304347826086,subordination,Gross Syntactic State,,,
8305,random,,255,subordination_orc-orc,0.2608695652173913,subordination,Gross Syntactic State,,,
